adjudicante
"504695037 - SODENFOR - Sociedade Difusora de Ensino da Figueira da Foz, L.da"
600087174 - Direção Regional da Saúde
504828576 - Município de Évora
"503450189 - EDIA - Empresa de Desenvolvimento e Infra Estruturas do Alqueva, S. A."
"513606084 - Águas do Norte, S. A."
"502011130 - Centro de Formação Profissional da Indústria Electrónica, Energia, Telecomunicações e Tecnologias da Informação"
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"503450189 - EDIA - Empresa de Desenvolvimento e Infra Estruturas do Alqueva, S. A."
"515486159 - A. D. A. M. - Águas do Alto Minho, S. A."
505377802 - Município de Proença-a-Nova
501144218 - Município de Sesimbra
504689878 - CEIIA - Centro para Excelência e Inovação para a Indústria Automóvel
"507606787 - Centro Hospitalar de Setúbal, E. P. E."
506892646 - Município de São João da Pesqueira
"503450189 - EDIA - Empresa de Desenvolvimento e Infra Estruturas do Alqueva, S. A."
"517713233 - Comissão de Coordenação e Desenvolvimento Regional do Norte, I. P."
505187531 - Município de Cascais
506899250 - Município de Vila Nova da Barquinha
"503933813 - Infraestruturas de Portugal, S. A."
510306624 - Agência Portuguesa do Ambiente I P
505656000 - Município de Rio Maior
506971244 - Instituto Politécnico de Leiria
503013366 - Faculdade de Medicina Dentária 
511236077 - Associação de Promoção da Região Autónoma da Madeira
"509932584 - Unidade Local de Saúde do Nordeste, EPE"
501294996 - Município de Loures
"505174839 - Parques de Sintra-Monte da Lua, SA"
506609553 - Município de Montemor-o-Novo
501122486 - Município de Aljustrel
"508142156 - Unidade Local de Saúde de Gaia/Espinho, E. P. E."
506787249 - Município de Pinhel
505987449 - Municipio de Figueira de Castelo Rodrigo
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
600072525 - Direção-Geral da Administração da Justiça
"503541567 - Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A."
"508094461 - Unidade Local de Saúde do Alto Alentejo, E. P. E."
"508094461 - Unidade Local de Saúde do Alto Alentejo, E. P. E."
"508094461 - Unidade Local de Saúde do Alto Alentejo, E. P. E."
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
510833349 - Freguesia da Misericórdia
507853024 - Freguesia de Candoso (São Martinho)
508889910 - Comunidade Intermunicipal do Tâmega e Sousa
"504695037 - SODENFOR - Sociedade Difusora de Ensino da Figueira da Foz, L.da"
506415082 - Município de Coimbra
"600085473 - Agrupamento de Escolas Madeira Torres, Torres Vedras"
506173968 - Município do Seixal
"600085473 - Agrupamento de Escolas Madeira Torres, Torres Vedras"
"506361616 - Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E."
"505506149 - ETPR - Escola Técnica e Profissional do Ribatejo, S. A."
501305580 - Município da Figueira da Foz
506829138 - Município de Santa Marta de Penaguião
"600085473 - Agrupamento de Escolas Madeira Torres, Torres Vedras"
"600085473 - Agrupamento de Escolas Madeira Torres, Torres Vedras"
507401778 - Freguesia do Beato
"507606787 - Centro Hospitalar de Setúbal, E. P. E."
"508100496 - Centro Hospitalar de Trás-os-Montes e Alto Douro, E. P. E."
"507606787 - Centro Hospitalar de Setúbal, E. P. E."
501294996 - Município de Loures
600074668 - Agrupamento de Escolas de Tábua
"600073912 - Agrupamento de Escolas Dr. Ginestal Machado, Santarém"
506886964 - Município de Boticas
505371600 - Município de Vila Nova de Poiares
506037258 - Município de Viana do Castelo
503844209 - ADER-AL - Associação para o Desenvolvimento do Espaço Rural do Norte do Alentejo
506173968 - Município do Seixal
506173968 - Município do Seixal
506787249 - Município de Pinhel
"508142156 - Unidade Local de Saúde de Gaia/Espinho, E. P. E."
"503933813 - Infraestruturas de Portugal, S. A."
504296434 - Município da Trofa
506841561 - Munícipio de Fafe
504296434 - Município da Trofa
"505600005 - Águas de Santo André, S. A."
501227083 - Associação para a Recuperação de Cidadãos Inadaptados da Lousã (A. R. C. I. L.)
507265890 - Freguesia de Vale de Espinho
500122237 - Fundação INATEL
506173968 - Município do Seixal
502011378 - Universidade do Minho
"507396081 - EMAC - Empresa Municipal de Ambiente de Cascais, E. M., S. A."
504296434 - Município da Trofa
501305912 - Câmara Municipal de Matosinhos
501305734 - Câmara Municipal de Alenquer
507401778 - Freguesia do Beato
515769053 - I3S - Instituto de Investigação e Inovação em Saúde da Universidade do Porto - Associação
680047360 - Serviços de Acção Social da Universidade do Minho
500792771 - Banco de Portugal
512011168 - Santa Casa Misericórdia Vila Praia Vitória
504293125 - Município de Odivelas
"510103448 - Centro Hospitalar e Universitário de Coimbra, E. P. E."
506818837 - Município de Silves
506787249 - Município de Pinhel
507564243 - Freguesia de Corroios
"600077829 - Agrupamento de Escolas Guerra Junqueiro, Freixo de Espada à Cinta"
507401778 - Freguesia do Beato
505931192 - Município de Aveiro
500745471 - Santa Casa da Misericórdia de Lisboa
506663264 - Município de Vila Nova de Famalicão
"500906840 - EPAL - Empresa Portuguesa das Águas Livres, S. A."
"507396081 - EMAC - Empresa Municipal de Ambiente de Cascais, E. M., S. A."
506641376 - Município de Vila Verde
600084787 - Inspeção-Geral da Educação e Ciência
506834166 - Município de Nelas
"503035416 - HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE"
"503035416 - HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE"
600072525 - Direção-Geral da Administração da Justiça
502563010 - Município de Sines
510878393 - Freguesia de Parque das Nações
503341479 - ADL - Associação de Desenvolvimento do Litoral Alentejano
680009671 - Serviços Intermunicipalizados de Águas e Resíduos dos Municípios de Loures e Odivelas
506841561 - Munícipio de Fafe
507564243 - Freguesia de Corroios
"503888729 - Fundação Cultursintra, FP"
"513606084 - Águas do Norte, S. A."
"513606084 - Águas do Norte, S. A."
"506361470 - Unidade Local de Saúde de Almada-Seixal, E. P. E."
505931192 - Município de Aveiro
505181266 - Município de Leiria
507001460 - Freguesia de Olivais
508779200 - Comunidade Intermunicipal do Douro
"506346773 - GESAMB - Gestão Ambiental e de Resíduos, E. I. M."
510833454 - Freguesia da Penha de França
506334562 - Município de Pombal 
506657957 - Município de Penacova
"503035416 - HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE"
"508080142 - Centro Hospitalar Universitário Lisboa Central, E. P. E."
"508080142 - Centro Hospitalar Universitário Lisboa Central, E. P. E."
506833232 - Município de Arganil
505387271 - Universidade do Algarve
600082628 - Serviços Sociais da Administração Pública
506349381 - Município de Resende
"508481287 - Centro Hospitalar Universitário de Lisboa Norte, EPE"
505161974 - Município de Mêda
500051070 - Município de Lisboa
501128840 - Município de Oliveira do Bairro
"600070522 - Agrupamento de Escolas de Arrifana, Santa Maria da Feira"
508047790 - Comunidade Intermunicipal Viseu Dão Lafões
"501390642 - CASA PIA DE LISBOA, I.P.      "
507401778 - Freguesia do Beato
501559094 - UNL - Instituto Superior de Estatística e Gestão de Informação - Information Management School (NOVA IMS)
"503035416 - HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE"
502098139 - Município de Loulé
501128840 - Município de Oliveira do Bairro
500900469 - Serviço de Utilização Comum dos Hospitais
500980896 - A ARCIAL - Associação para Recuperação de Cidadãos Inadaptados de Oliveira do Hospital
600027350 - Instituto Politécnico de Coimbra
502098139 - Município de Loulé
"510103448 - Centro Hospitalar e Universitário de Coimbra, E. P. E."
512074836 - Município de Lajes das Flores
506173968 - Município do Seixal
506173968 - Município do Seixal
508047790 - Comunidade Intermunicipal Viseu Dão Lafões
510878393 - Freguesia de Parque das Nações
500745943 - Município de Oeiras
505387271 - Universidade do Algarve
510878393 - Freguesia de Parque das Nações
500745773 - Município de Alcanena
"506361616 - Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E."
"508094461 - Unidade Local de Saúde do Alto Alentejo, E. P. E."
"509822932 - Centro Hospitalar de Leiria, E. P. E."
506823318 - Município de Grândola
502563010 - Município de Sines
506738914 - Município de Tomar
501158740 - Município de Espinho
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
"506361470 - Unidade Local de Saúde de Almada-Seixal, E. P. E."
"506320120 - Agência para o Investimento e Comércio Externo de Portugal, E. P. E."
"600085082 - Agrupamento de Escolas Morgado de Mateus, Vila Real"
506852032 - Município de Sernancelhe
503449997 - CTP - Confederação do Turismo Portugal
506849023 - Freguesia da Marinha Grande
510857043 - Freguesia de Santa Maria Maior
"507571053 - Nazaré Qualifica, E. M., Unipessoal, L.da"
"508878462 - Centro Hospitalar de Entre o Douro e Vouga, E.P.E."
503449997 - CTP - Confederação do Turismo Portugal
"509309844 - Unidade Local de Saúde de Castelo Branco, E. P. E."
506359670 - Município de Vila Real
506697320 - Municipio de Viseu
500745943 - Município de Oeiras
506659682 - Município de Vieira do Minho
"503148709 - Administração Regional de Saúde do Algarve, I. P."
"508094461 - Unidade Local de Saúde do Alto Alentejo, E. P. E."
508889910 - Comunidade Intermunicipal do Tâmega e Sousa
"504503219 - ProSena - Empresa Promotora de Serviços de Ensino, S. A."
506415082 - Município de Coimbra
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
506215695 - Município do Fundão
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
"506361470 - Unidade Local de Saúde de Almada-Seixal, E. P. E."
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"515515507 - APIN - Empresa Intermunicipal de Ambiente do Pinhal Interior, E.I.M., S.A."
"511228848 - Serviço de Saúde da Região Autónoma da Madeira, EPERAM (SESARAM, EPERAM)"
"508142156 - Unidade Local de Saúde de Gaia/Espinho, E. P. E."
"500636834 - CERCIGUI - Cooperativa de Educação e Reabilitação de Cidadãos Inadaptados do Concelho de Guimarães, C. R. L."
"500636834 - CERCIGUI - Cooperativa de Educação e Reabilitação de Cidadãos Inadaptados do Concelho de Guimarães, C. R. L."
501651888 - Associação de Municípios das Terras de Santa Maria
506862763 - Município de Murça
506656128 - Município de Paredes
505161974 - Município de Mêda
"508142156 - Unidade Local de Saúde de Gaia/Espinho, E. P. E."
506826961 - Município de Monchique
"500636834 - CERCIGUI - Cooperativa de Educação e Reabilitação de Cidadãos Inadaptados do Concelho de Guimarães, C. R. L."
"504853635 - Cascais Próxima - Gestão de Mobilidade, Espaços Urbanos e Energias, E. M., S. A."
507564243 - Freguesia de Corroios
"504853635 - Cascais Próxima - Gestão de Mobilidade, Espaços Urbanos e Energias, E. M., S. A."
510856861 - Freguesia de Avenidas Novas
507564243 - Freguesia de Corroios
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
502011378 - Universidade do Minho
501294996 - Município de Loures
502173297 - Município de Paços de Ferreira
501305912 - Câmara Municipal de Matosinhos
"502327669 - Cooptécnica - Gustave Eiffel, Cooperativa de Ensino e Formação Técnico Profissional, C. R. L."
"508142156 - Unidade Local de Saúde de Gaia/Espinho, E. P. E."
501617582 - Universidade de Coimbra
506663264 - Município de Vila Nova de Famalicão
501617582 - Universidade de Coimbra
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
501617582 - Universidade de Coimbra
500792771 - Banco de Portugal
506792382 - Município da Mealhada
"600078230 - Agrupamento de Escolas Manoel de Oliveira, Porto"
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"671000497 - Secretaria Regional de Educação, Ciência e Tecnologia"
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"671000497 - Secretaria Regional de Educação, Ciência e Tecnologia"
"502237490 - Instituto Nacional de Estatística, I. P."
"504526391 - Escola Profissional de Vouzela, Sociedade Unipessoal, L.da"
"506361390 - Unidade Local de Saúde de Matosinhos, E. P. E."
"503035416 - HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE"
"503584215 - EGEAC - Empresa de Gestão de Equipamentos e Animação Cultural, E. M., S. A."
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
"600078019 - Agrupamento de Escolas Tomaz Pelayo, Santo Tirso"
506818829 - Município de Oliveira do Hospital
502971096 - CI-AMAL - Comunidade Intermunicipal do Algarve
"508069645 - Construção Pública, E. P. E."
507564243 - Freguesia de Corroios
506801969 - Município de Castro Marim
506932273 - Município de Vila de Rei
"600077829 - Agrupamento de Escolas Guerra Junqueiro, Freixo de Espada à Cinta"
501143530 - Município de Castelo Branco
"600024768 - Escola Secundária de Barcelinhos, Barcelos"
"600077829 - Agrupamento de Escolas Guerra Junqueiro, Freixo de Espada à Cinta"
506801969 - Município de Castro Marim
"509680780 - Ambiolhão - Empresa Municipal de Ambiente de Olhão, E. M."
502106506 - Comunidade Intermunicipal do Médio Tejo
"507618319 - Centro Hospitalar de Lisboa Ocidental, E. P. E."
"503933813 - Infraestruturas de Portugal, S. A."
508047790 - Comunidade Intermunicipal Viseu Dão Lafões
"504807692 - AGERE- Empresa de Águas Efluentes e Resíduos de Braga, E. M."
510878393 - Freguesia de Parque das Nações
500792771 - Banco de Portugal
506787249 - Município de Pinhel
"501390642 - CASA PIA DE LISBOA, I.P.      "
511233620 - Câmara Municipal de Câmara de Lobos
"509822932 - Centro Hospitalar de Leiria, E. P. E."
511239440 - Município de Machico
"504769642 - Ensiprof - Ensino e Formação Profissional, L.da"
502826126 - Área Metropolitana de Lisboa
501066144 - Colégio de Gaia - Escola Católica
502173653 - Município de Torres Vedras
680000054 - Serviços Municipalizados de Água e Saneamento de Sintra
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
510837484 - União das Freguesias de Laranjeiro e Feijó
506788490 - Município de Alcochete
"500925399 - Ruiz, Costa & Filhos, L.da"
"503584215 - EGEAC - Empresa de Gestão de Equipamentos e Animação Cultural, E. M., S. A."
"510840590 - Freguesia de Santa Maria, São Pedro e Matacães"
510833454 - Freguesia da Penha de França
506895033 - Freguesia de Tonda
508820111 - Escola Superior Náutica Infante D. Henrique
508820111 - Escola Superior Náutica Infante D. Henrique
508820111 - Escola Superior Náutica Infante D. Henrique
508820111 - Escola Superior Náutica Infante D. Henrique
510833454 - Freguesia da Penha de França
600077705 - Agrupamento de Escolas de Ansião
"510103448 - Centro Hospitalar e Universitário de Coimbra, E. P. E."
"508142156 - Unidade Local de Saúde de Gaia/Espinho, E. P. E."
"507023129 - Lisboa Ocidental, SRU - Sociedade de Reabilitação Urbana E. M., S. A."
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
508590582 - Centro de Formação Profissional das Pescas e do Mar (FOR-MAR)
510878393 - Freguesia de Parque das Nações
500051062 - Município de Sintra
"503541567 - Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A."
600084779 - Autoridade Tributária e Aduaneira
509341969 - AEPM - Associação Equiterapêutica do Porto e Matosinhos
"503541567 - Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A."
510878393 - Freguesia de Parque das Nações
503767549 - Instituto Politécnico de Tomar
501243976 - Freguesia de Idães
507104676 - Freguesia de Joane
506676170 - Município de Seia
506861783 - Freguesia de Canelas
507183452 - Freguesia de Nespereira
500122270 - Fundação Raquel e Martin Sain
500051054 - Município de Almada
"505111667 - Urbe - Consultores Associados, L.da"
"507700651 - Penafiel Verde, E. M."
"505111667 - Urbe - Consultores Associados, L.da"
507853024 - Freguesia de Candoso (São Martinho)
"501460888 - Instituto da Habitação e da Reabilitação Urbana, I. P."
"509821197 - Unidade Local de Saúde de São João, E. P. E."
507223500 - Freguesia de Moreira de Cónegos
503692310 - Ordem dos Contabilistas Certificados
507223500 - Freguesia de Moreira de Cónegos
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
506971244 - Instituto Politécnico de Leiria
503692310 - Ordem dos Contabilistas Certificados
680009671 - Serviços Intermunicipalizados de Águas e Resíduos dos Municípios de Loures e Odivelas
"509309844 - Unidade Local de Saúde de Castelo Branco, E. P. E."
510356680 - Street's Soul - Associação
506806898 - Câmara Municipal de Miranda do Douro
"508481287 - Unidade Local de Saúde de Santa Maria, E. P. E."
502177080 - Município de Mafra
506359670 - Município de Vila Real
511239440 - Município de Machico
502106506 - Comunidade Intermunicipal do Médio Tejo
507021266 - Entidade Reguladora da Saúde
"503589780 - Cascais Dinâmica - Gestão de Economia, Turismo e Empreendorismo, E. M., S. A."
511239440 - Município de Machico
"509822940 - Centro Hospitalar Tondela-Viseu, E. P. E."
600019152 - Instituto Superior de Ciências Sociais e Políticas
510832873 - Freguesia do Areeiro
501170227 - Freguesia de Refontoura
"515486159 - A. D. A. M. - Águas do Alto Minho, S. A."
